,XG,sys,[00 00 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,info,[01 00 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,effect,[02 01 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,mulit_eq,[02 40 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,effect.ins,[03 00 00],2,[01 00],]Params,,,,,,,,,,,,,,,
,XG,display.letter,[06 00 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,display.bitmap,[07 00 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,part,[08 00 00],32,[01 00],]Params,,,,,,,,,,,,,,,
,XG,addl_part,[0A 00 00],32,[01 00],]Params,,,,,,,,,,,,,,,
,XG,ad.part,[10 00 00],2,[01 00],]Params,,,,,,,,,,,,,,,
,XG,ad.sys,[11 00 00],1,0,]Params,,,,,,,,,,,,,,,
,XG,drum,[30 0D 00],4,[01 00 00],]Params,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
,refaceCP,cp.sys,[00 00 00],1,0,]refaceSystem,,,,,,,,,,,,,,,
,refaceCP,part,[30 00 00],1,0,refaceCP,,,,,,,,,,,,,,,
,refaceCS,cs.sys,[00 00 00],1,0,]refaceSystem,,,,,,,,,,,,,,,
,refaceCS,part,[30 00 00],1,0,]refaceCS,,,,,,,,,,,,,,,
,refaceDX,ds.sys,[00 00 00],1,0,]refaceSystem,,,,,,,,,,,,,,,
,refaceDX,part,[30 00 00],1,0,]refaceDXPart,,,,,,,,,,,,,,,
,refaceDX,op,[31 00 00],4,[01 00],refaceDXOp,,,,,,,,,,,,,,,
,refaceYC,yc.sys,[00 00 00],1,0,]refaceSystem,,,,,,,,,,,,,,,
,refaceYC,part,[30 00 00],1,0,refaceYC,,,,,,,,,,,,,,,
,FCB1010,patch,[00 00 00],100,10h,]FCB1010,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]refaceSystem,,,,,,,,,,,,,,,,,,,,,
*,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
#,,[00 00 00],,,,,,,,,,,,,,,,,,,
,sys.tx.chan,00h,1,cp;cs;dx;yc,MIDI Transmit Channel,0..15;127,MIDI7,1,0,1..16;off,,,,,,,,,,,
,sys.rx.chan,01h,1,cp;cs;dx;yc,MIDI Receive Channel,0..15;127,MIDI7,1,0,1..16;off,,,,,,,,,,,
,sys.tune,02h,1,cp;cs;dx;yc,Master Tune,0..2047,NYBBLE,0.1,-1024,cents,,,,,,,,,,,
,sys.sw.local_ctrl,06h,1,cp;cs;dx;yc,Local Control,0;1,MIDI7,1,0,off;on,,,,,,,,,,,
,sys.transpose,07h,1,cp;cs;dx;yc,Master Transpose,43h..5Ch,MIDI7,1,-12,-12..+12 semitones,,,,,,,,,,,
,sys.tempo,08h,2,cs;dx,Tempo,30..300,MIDI7,1,0,bpm,,,,,,,,,,,
,sys.lcd.contrast,0Ah,1,dx,LCD Contrast,0..63,MIDI7,1,0,,,,,,,,,,,,
,sys.sw.ped.0.type,0Bh,1,cp;dx,Sus Pedal Type,0;1,MIDI7,1,0,fc3;fc4/5,,,,,,,,,,,
,sys.sw.apo,0Ch,1,cp;cs;dx;yc,Auto Power Off,0;1,MIDI7,1,0,off;on,,,,,,,,,,,
,sys.sw.speaker,0Dh,1,cp;cs;dx;yc,Speaker On/Off,0;1,MIDI7,1,0,off;on,,,,,,,,,,,
,sys.sw.midi_ctrl,0Eh,1,cp;cs;dx;yc,Midi Control On/Off,0;1,MIDI7,1,0,off;on,,,,,,,,,,,
,sys.pb.range,0Fh,1,cp;cs,Pitch Bend Range,28h..56h,MIDI7,1,-24,-24..+24 semitones,,,,,,,,,,,
,sys.sw.ped.0.func,14h,1,cp;cs,Foot Volume/Sustain,0;1,MIDI7,1,0,vol;sus,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]refaceCP,,,,,,,,,,,,,,,,,,,,,
*,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
#,,[30 00 00],,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]refaceCS,,,,,,,,,,,,,,,,,,,,,
*,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
#,,[30 00 00],,,,,,,,,,,,,,,,,,,
,part.volume,00h,1,cs,Volume,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,reserved,01h,1,cs,Reserved,None,None,None,None,None,,,,,,,,,,,
,part.lfo.assign,02h,1,cs,LFO Assign,0;1;2;3;4,MIDI7,1,0,off;amp;filter;pitch;osc,,,,,,,,,,,
,part.lfo.depth,03h,1,cs,LFO Depth,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.lfo.speed,04h,1,cs,LFO Speed,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.portamento,05h,1,cs,Portamento,0;1..127,MIDI7,1,0,poly;mono_time,,,,,,,,,,,
,part.osc.type,06h,1,cs,Oscillator Type,0;1;2;3;4,MIDI7,1,0,multisaw;pulse;osc_sync;ring_mod;FM,,,,,,,,,,,
,part.osc.texture,07h,1,cs,Oscillator Texture,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.osc.modulation,08h,1,cs,Oscillator Modulation,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.filter.0.cutoff,09h,1,cs,Filter Cutoff,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.filter.0.resonance,0Ah,1,cs,Filter Resonance,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.eg.0.amp_to_filter,0Bh,1,cs,EG Balance,0..127,MIDI7,1,0,AEGmax..FEGmax,,,,,,,,,,,
,part.eg.0.attack,0Ch,1,cs,EG Attack,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.eg.0.decay,0Dh,1,cs,EG Decay,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.eg.0.sustain,0Eh,1,cs,EG Sustain,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.eg.0.release,0Fh,1,cs,EG Release,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.fx.0.type,10h,1,cs,Effect Type,0;1;2;3;4,MIDI7,1,0,dist;cho;fla;pha;del;off,,,,,,,,,,,
,part.fx.0.depth,11h,1,cs,Effect Depth,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.fx.0.rate,12h,1,cs,Effect Rate,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]refaceDXPart,,,,,,,,,,,,,,,,,,,,,
,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
#,,[30 00 00],,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]refaceDXOp,,,,,,,,,,,,,,,,,,,,,
,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
#,,[31 00 00],,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]refaceYC,,,,,,,,,,,,,,,,,,,,,
,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
#,,[30 00 00],,,,,,,,,,,,,,,,,,,
,part.volume,00h,1,yc,Volume,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.voice,02h,1,yc,Voice,0..4,MIDI7,1,0,ham;vox;far;ace;yc,,,,,,,,,,,
,part.org.draw.1,03h,1,yc,Drawbar 16’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.2,04h,1,yc,Drawbar 5 1/3’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.3,05h,1,yc,Drawbar 8’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.4,06h,1,yc,Drawbar 4’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.5,07h,1,yc,Drawbar 2 2/3’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.6,08h,1,yc,Drawbar 2’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.7,09h,1,yc,Drawbar 1 3/5’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.8,0Ah,1,yc,Drawbar 1 1/3’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.draw.9,0Bh,1,yc,Drawbar 1’,0..6,MIDI7,1,0,0..6,,,,,,,,,,,
,part.org.cv.sw,0Ch,1,yc,Vibrato/Chorus,0;1,MIDI7,1,0,vib;cho,,,,,,,,,,,
,part.org.cv.depth,0Dh,1,yc,Vib/Cho Depth,0..4,MIDI7,1,0,0..4,,,,,,,,,,,
,part.org.perc.sw,0Eh,1,yc,Percussion On/Off,0;1,MIDI7,1,0,off;on,,,,,,,,,,,
,part.org.perc.harm,0Fh,1,yc,Percussion Harmonic,0;1,MIDI7,1,0,2nd;3rd,,,,,,,,,,,
,part.org.perc.length,10h,1,yc,Percussion Length,0..4,MIDI7,1,0,0..4,,,,,,,,,,,
,part.org.rotary.speed,11h,1,yc,Rotary,0;1;2;3,MIDI7,1,0,off;stop;slow;fast;first,,,,,,,,,,,
,part.distortion.level,12h,1,yc,Distortion,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,part.reverb.level,13h,1,yc,Reverb Level,0..127,MIDI7,1,0,0..127,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]FCB1010,Params,,,,,,,,,,,,,,,,,,,,
*,id,offset,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,
,,[00 00 00],,,,,,,,,,,,,,,,,,,
,button.1.pc,00h,1,,Button 1 PC,0..127,,1,,program number,,,,,,,,,,,
,button.2.pc,01h,1,,Button 2 PC,0..127,,1,,program number,,,,,,,,,,,
,button.3.pc,02h,1,,Button 3 PC,0..127,,1,,program number,,,,,,,,,,,
,button.4.pc,03h,1,,Button 4 PC,0..127,,1,,program number,,,,,,,,,,,
,button.5.pc,04h,1,,Button 5 PC,0..127,,1,,program number,,,,,,,,,,,
,button.6.cc,05h,1,,Button 6 CC,0..127,,1,,cc number,,,,,,,,,,,
,button.6.cc.val.sw1,06h,1,,Button 6 CC Value,0..127;0..128,UINT8,1;>>7,&7Fh;&80h,cc value;sw1 enable,,,,,,,,,,,
,button.7.cc,07h,1,,Button 7 CC,0..127,,1,,cc number,,,,,,,,,,,
,button.7.cc.val.sw2,08h,1,,Button 7 CC Value,0..127;0..128,UINT8,1;>>7,&7Fh;&80h,cc value;sw1 enable,,,,,,,,,,,
,exp.cc,09h,1,,Expression A CC,0..127,,1,,cc number,,,,,,,,,,,
,exp.cc.min,0Ah,1,,Expression A CC Min,0..127,,1,,cc value,,,,,,,,,,,
,exp.cc.max,0Bh,1,,Expression A CC Max,0..127,,1,,cc value,,,,,,,,,,,
,exp.cc,0Ch,1,,Expression B CC,0..127,,1,,cc number,,,,,,,,,,,
,exp.cc.min,0Dh,1,,Expression B CC Min,0..127,,1,,cc value,,,,,,,,,,,
,exp.cc.max,0Eh,1,,Expression B CC Max,0..127,,1,,cc value,,,,,,,,,,,
,button.note,0Fh,1,,Button 10 Note Number,0..127,,1,,note number,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]S1000,,,,,,,,,,,,,,,,,,,,,
,S2000.name,[00 00 03],,,,,12,0..40,patch_name,akaiscii,,,,,,,,,,,
,S2000.fx1,[00 00 10],,,,,1,,,,,,,,,,,,,,
,S2000.fx2,[00 00 11],,,,,1,,,,,,,,,,,,,,
,S2000.fx3,[00 00 12],,,,,1,,,,,,,,,,,,,,
,S2000.fx4,[00 00 13],,,,,1,,,,,,,,,,,,,,
,S2000.fx_fname,[00 00 14],,,,,12,,,,,,,,,,,,,,
# XG System Properties,model,id,offset,count,name,table,,,,,,,,,,,,,,,
#,,,[00 00 00],,,,,,,,,,,,,,,,,,
,XG,sys.master.tune,00h,1,Master Tune,XG_Common,,,,,,,,,,,,,,,
,XG,sys.master.volume,04h,1,Master Volume,XG_Common,,,,,,,,,,,,,,,
,XG,sys.master.attenuator,05h,1,Master Attenuator,XG_Common,,,,,,,,,,,,,,,
,XG,sys.transpose,06h,1,Transpose,XG_Common,,,,,,,,,,,,,,,
,XG,sys.reset.drum,7Dh,1,Drum Reset,XG_Common,,,,,,,,,,,,,,,
,XG,sys.on,7Eh,1,XG System ON,XG_Common,,,,,,,,,,,,,,,
,XG,sys.reset.all,7Fh,1,XG System Reset,XG_Common,,,,,,,,,,,,,,,
# XG Information,model,id,offset,,name,table,,,,,,,,,,,,,,,
# [01 00 00],,,# [01 00 00],,,,,,,,,,,,,,,,,,
,XG,info.model_name,00h,,Device Name,XG_Common,,,,,,,,,,,,,,,
,XG,info.xg_level.1,0Eh,,XG Level 1,XG_Common,,,,,,,,,,,,,,,
,XG,info.xg_level.2,0Fh,,XG Level 2,XG_Common,,,,,,,,,,,,,,,
# XG Effect (1),model,id,offset,count,name,table,,,,,,,,,,,,,,,
#  Reverb,,,[02 01 00],,,,,,,,,,,,,,,,,,
,XG,effect.rev,00h,1,Reverb Type,XG_Reverb,"# lookup: id, instance, current value",,,,,,,,,,,,,,
,XG,effect.rev.param.a,02h,10,Reverb Param,*effect.rev;XG_Reverb.params,,,,,,,,,,,,,,,
,XG,effect.rev.return,0Ch,1,Reverb Return,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.rev.pan,0Dh,1,Reverb Pan,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.rev.param.b,10h,6,Reverb Param,*effect.rev;XG_Reverb.params,,,,,,,,,,,,,,,
# XG Effect (1),model,id,offset,count,name,table,,,,,,,,,,,,,,,
#  Chorus,,,[02 01 20],,,,,,,,,,,,,,,,,,
,XG,effect.cho,20h,1,Chorus Type,XG_Chorus,,,,,,,,,,,,,,,
,XG,effect.cho.param.a,22h,10,Chorus Param,*effect.cho;XG_Reverb.params,,,,,,,,,,,,,,,
,XG,effect.cho.return,2Ch,1,Chorus Return,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.cho.pan,2Dh,1,Chorus Pan,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.cho.send,2Eh,1,Chorus Reverb Send,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.cho.param.b,30h,6,Chorus Param,*effect.cho;XG_Reverb.params,,,,,,,,,,,,,,,
# XG Effect (1),,,,,name,table,,,,,,,,,,,,,,,
#  Variation,,,[02 01 40],,,,,,,,,,,,,,,,,,
,XG,effect.var,40h,1,Variation Type,XG_Variation,,,,,,,,,,,,,,,
,XG,effect.var.param.a,42h,10,Variation Param,*effect.var;XG_Variation.params,,,,,,,,,,,,,,,
,XG,effect.var.return,56h,1,Variation Return,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.pan,57h,1,Variation Pan,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.send.rev,58h,1,Variation Reverb Send,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.send.cho,59h,1,Variation Chorus Send,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.insert,5Ah,1,Variation System or Ins,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.part,5Bh,1,Variation Part Number,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.depth.mw,5Ch,1,MW Variation Depth,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.depth.pb,5Dh,1,Bend Variation Depth,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.depth.cat,5Eh,1,CAT Variation Depth,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.depth.ac1,5Fh,1,AC1 Variation Depth,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.depth.ac2,60h,1,AC2 Variation Depth,XG_FXCommon,,,,,,,,,,,,,,,
,XG,effect.var.param.b,70h,6,Variation Param 11,*effect.var;XG_Variation.params,,,,,,,,,,,,,,,
# Roland SE50,,,,,,,,,,,,,,,,,,,,,
,SE-50,sys.map.pc,00h,128,Prog Change Mapping,SE50_Params,,,,,,,,,,,,,,,
,SE-50,sys.sw.start,[01 00],1,Switch Shift Start,SE50_Params,,,,,,,,,,,,,,,
,SE-50,sys.sw.end,[01 01],1,Switch Shift End,SE50_Params,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]XG_Common,Params,,,,,,,,,,,,,,,,,,,,
*,:id,bytec,engine,name,range,render,scale,shift,units,,,,,,,,,,,,
,info.model_name,14,info,Device Name,32..127,MIDI7,1,0,ascii,,,,,,,,,,,,
,info.xg_level.1,1,info,XG Level 1,1..127,MIDI7,1,0,1..127,,,,,,,,,,,,
,info.xg_level.2,1,info,XG Level 2,1..127,MIDI7,1,0,1..127,,,,,,,,,,,,
,sys.master.tune,4,sys,Master Tune,0..127,NYBBLE,0.1,-1024,cents,,,,,,,,,,,,
,sys.master.volume,1,sys,Master Volume,0..127,MIDI7,1,0,0..127,,,,,,,,,,,,
,sys.master.attenuator,1,sys,Master Attenuator,0..127,MIDI7,1,0,0..127,,,,,,,,,,,,
,sys.transpose,1,sys,Transpose,28h..56h,MIDI7,1,-64,-24..+24 semitones,,,,,,,,,,,,
,sys.reset.drum,1,sys,Drum Reset,1..4,MIDI7,1,0,1..4 drum setup,,,,,,,,,,,,
,sys.on,1,sys,XG System ON,0,MIDI7,1,0,XG system on,,,,,,,,,,,,
,sys.reset.all,1,sys,XG System Reset,0,MIDI7,1,0,reset all parameters,,,,,,,,,,,,
,rev.send,1,"cho,var",Reverb Send,0..127,MIDI7,1,0,0..127,,,,,,,,,,,,
,rev.return,1,rev,Reverb Return,0..127,MIDI7,0.2,-96,-inf..+6 dB,,,,,,,,,,,,
,rev.pan,1,rev,Reverb Pan,1..127,MIDI7,1,-64,left..right,,,,,,,,,,,,
,cho.send,1,var,Chorus Send,0..127,MIDI7,1,0,0..127,,,,,,,,,,,,
,cho.return,1,cho,Chorus Return,0..127,MIDI7,0.2,-96,-inf..+6 dB,,,,,,,,,,,,
,cho.pan,1,cho,Chorus Pan,1..127,MIDI7,1,-64,left..right,,,,,,,,,,,,
,var.return,1,var,Variation Return,0..127,MIDI7,0.2,-96,-inf..+6 dB,,,,,,,,,,,,
,var.pan,1,var,Variation Pan,1..127,MIDI7,1,-64,left..right,,,,,,,,,,,,
,var.route,1,var,Variation System or Ins,0;1,MIDI7,1,0,insert;system,,,,,,,,,,,,
,var.part,1,var,Variation Part Number,0..31;64;65;127,MIDI7,1,0,part1..part32;ad1;ad2;off,,,,,,,,,,,,
,var.mw_depth,1,var,MW Variation Depth,1..127,MIDI7,1,-64,-63..+63,,,,,,,,,,,,
,var.bend_depth,1,var,Bend Variation Depth,1..127,MIDI7,1,-64,-63..+63,,,,,,,,,,,,
,var.cat_depth,1,var,CAT Variation Depth,1..127,MIDI7,1,-64,-63..+63,,,,,,,,,,,,
,var.ac1.depth,1,var,AC1 Variation Depth,1..127,MIDI7,1,-64,-63..+63,,,,,,,,,,,,
,var.ac2.depth,1,var,AC2 Variation Depth,1..127,MIDI7,1,-64,-63..+63,,,,,,,,,,,,
*,id,bytec,engine,name,range,render,scale,offset,mask,units,,,,,,,,,,,
,sys.map,1,sys,Prog Change Map,0..127,MIDI7,1,0,7Fh,0..127 pc,,,,,,,,,,,
,sys.sw,1,sys,Switch Limit,0..127,MIDI7,1,0,7Fh,0..127 pc,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]XG_Reverb,EffectTypes2,# MU100,,,,,,,,,,,,,,,,,,,
*,msb,lsb,:name,params,,,,,,,,,,,,,,,,,
,00h,00h,OFF,:OFF,,,,,,,,,,,,,,,,,
,01h,00h,HALL1,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,01h,01h,HALL2,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,02h,00h,ROOM1,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,02h,01h,ROOM2,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,02h,02h,ROOM3,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,03h,00h,STAGE1,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,03h,01h,STAGE2,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,04h,00h,PLATE,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,10h,00h,WHITE ROOM,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,11h,00h,TUNNEL,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,12h,00h,CANYON,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,13h,00h,BASEMENT,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]XG_Chorus,EffectTypes2,# MU100,,,,,,,,,,,,,,,,,,,
*,msb,lsb,name,params,,,,,,,,,,,,,,,,,
,00h,00h,OFF,:OFF,,,,,,,,,,,,,,,,,
,41h,00h,CHORUS1,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,41h,01h,CHORUS2,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,41h,02h,CHORUS3,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,41h,08h,CHORUS4,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,00h,CELESTE1,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,01h,CELESTE2,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,02h,CELESTE3,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,08h,CELESTE4,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,43h,00h,FLANGER1,]XG_Flanger,,,,,,,,,,,,,,,,,
,43h,01h,FLANGER2,]XG_Flanger,,,,,,,,,,,,,,,,,
,43h,08h,FLANGER3,]XG_Flanger,,,,,,,,,,,,,,,,,
,44h,00h,SYMPHONIC,]XG_Symphonic,,,,,,,,,,,,,,,,,
,48h,00h,PHASER1,]XG_Phaser1,,,,,,,,,,,,,,,,,
,57h,00h,ENSEMBLE_DETUNE,]XG_EnsDetune,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
]XG_Variation,EffectTypes2,# MU100,,,,,,,,,,,,,,,,,,,
*,msb,lsb,name,params,,,,,,,,,,,,,,,,,
,00h,00h,OFF,None,,,,,,,,,,,,,,,,,
,01h,00h,HALL1,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,01h,01h,HALL2,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,02h,00h,ROOM1,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,02h,01h,ROOM2,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,02h,02h,ROOM3,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,03h,00h,STAGE1,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,03h,01h,STAGE2,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,04h,00h,PLATE,]XG_ReverbSmall,,,,,,,,,,,,,,,,,
,05h,00h,DELAY_LCR,]XG_DelayLCR,,,,,,,,,,,,,,,,,
,06h,00h,DELAY_LR,]XG_DelayLR,,,,,,,,,,,,,,,,,
,07h,00h,ECHO,]XG_Echo,,,,,,,,,,,,,,,,,
,08h,00h,CROSS_DELAY,]XG_CrossDelay,,,,,,,,,,,,,,,,,
,09h,00h,EARLY_REFLECT1,]XG_EarlyReflect,,,,,,,,,,,,,,,,,
,10h,01h,EARLY_REFLECT2,]XG_EarlyReflect,,,,,,,,,,,,,,,,,
,0Ah,00h,GATED_REVERB,]XG_GateReverb,,,,,,,,,,,,,,,,,
,0Bh,00h,REVERSE_GATE,]XG_GateReverb,,,,,,,,,,,,,,,,,
,10h,00h,WHITE ROOM,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,11h,00h,TUNNEL,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,12h,00h,CANYON,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,13h,00h,BASEMENT,]XG_ReverbBig,,,,,,,,,,,,,,,,,
,14h,00h,KARAOKE1,]XG_Karaoke,,,,,,,,,,,,,,,,,
,14h,01h,KARAOKE2,]XG_Karaoke,,,,,,,,,,,,,,,,,
,14h,02h,KARAOKE3,]XG_Karaoke,,,,,,,,,,,,,,,,,
,41h,00h,CHORUS1,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,41h,01h,CHORUS2,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,41h,02h,CHORUS3,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,41h,08h,CHORUS4,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,00h,CELESTE1,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,01h,CELESTE2,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,02h,CELESTE3,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,42h,08h,CELESTE4,]XG_ChorusParams,,,,,,,,,,,,,,,,,
,43h,00h,FLANGER1,]XG_Flanger,,,,,,,,,,,,,,,,,
,43h,01h,FLANGER2,]XG_Flanger,,,,,,,,,,,,,,,,,
,43h,08h,FLANGER3,]XG_Flanger,,,,,,,,,,,,,,,,,
,44h,00h,SYMPHONIC,]XG_Symphonic,,,,,,,,,,,,,,,,,
,45h,00h,ROTARY_SPEAKER,]XG_RotarySpeaker,,,,,,,,,,,,,,,,,
,46h,00h,TREMOLO,]XG_Tremolo,,,,,,,,,,,,,,,,,
,47h,00h,AUTO_PAN,]XG_AutoPan,,,,,,,,,,,,,,,,,
,48h,00h,PHASER1,]XG_Phaser1,,,,,,,,,,,,,,,,,
,48h,08h,PHASER2,]XG_Phaser2,,,,,,,,,,,,,,,,,
,49h,00h,DISTORTION,]XG_Distortion,,,,,,,,,,,,,,,,,
,49h,01h,COMP+DISTORTION,,,,,,,,,,,,,,,,,,
,4Ah,00h,OVERDRIVE,,,,,,,,,,,,,,,,,,
,4Bh,00h,AMP SIMULATOR,,,,,,,,,,,,,,,,,,
,4Ch,00h,3-BAND EQ,,,,,,,,,,,,,,,,,,
,4Dh,00h,2-BAND EQ,,,,,,,,,,,,,,,,,,
,4Eh,00h,AUTO WAH (LFO),,,,,,,,,,,,,,,,,,
,4Eh,01h,AUTO WAH+DIST,,,,,,,,,,,,,,,,,,
,4Eh,02h,AUTO WAH+OD,,,,,,,,,,,,,,,,,,
,50h,00h,PITCH CHANGE 1,,,,,,,,,,,,,,,,,,
,50h,01h,PITCH CHANGE 2,,,,,,,,,,,,,,,,,,
,51h,00h,AURAL EXCITER(R),,,,,,,,,,,,,,,,,,
,52h,00h,TOUCH WAH1,,,,,,,,,,,,,,,,,,
,52h,01h,TOUCH WAH+DIST,,,,,,,,,,,,,,,,,,
,52h,02h,TOUCH WAH+OD,,,,,,,,,,,,,,,,,,
,52h,08h,TOUCH WAH 2,,,,,,,,,,,,,,,,,,
,53h,00h,COMPRESSOR,,,,,,,,,,,,,,,,,,
,54h,00h,NOISE GATE,,,,,,,,,,,,,,,,,,
,55h,00h,VOICE CANCEL,,,,,,,,,,,,,,,,,,
,56h,00h,2WAY ROTARY SPKR,,,,,,,,,,,,,,,,,,
