,15,1,var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),,hz,,
,16,1,var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,,,,,,,,,,,
,,,,,,,,,,,
]XG_CrossDelay,Params,"# MU100, p12",x,,,,,,,,
*,num,bytec,engine,name,range,range,scale,shift,units,,
,1,2,var,L -> R Delay,1..7430,MIDI7,0.1,0,msec,,
,1,2,ins1;ins2,L -> R Delay,1..3714,MIDI7,0.1,0,msec,,
,2,2,var,R -> L Delay,1..7430,MIDI7,0.1,0,msec,,
,2,2,ins1;ins2,R -> L Delay,1..3714,MIDI7,0.1,0,msec,,
,3,1,var;ins1;ins2,Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,4,1,var;ins1;ins2,Input Select,0;1;2,MIDI7,1,0,L;R;L&R,,
,5,1,var;ins1;ins2,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,6,1,var;ins1;ins2,Right Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,7,,,,,,,,,,
,8,2,var,Left Channel Delay 2,1..7430,MIDI7,0.1,0,msec,,
,9,2,ins1;ins2,Left Channel Delay 2,1..3714,MIDI7,0.1,0,msec,,
,10,1,var;ins1;ins2,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,None,None,None,None,None,None,None,,
,12,1,None,None,None,None,None,None,None,,
,13,1,var;ins1;ins2,EQ Low Frequency,4..40,MIDI7,(]EQFrequency),,hz,,
,14,1,var;ins1;ins2,EQ Low Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,15,1,var;ins1;ins2,EQ High Frequency,28..58,MIDI7,(]EQFrequency),,hz,,
,16,1,var;ins1;ins2,EQ High Gain,52..76,MIDI7,1,-64,-12..+12 dB,,
,,,,,,,,,,,
,,,,,,,,,,,
]XG_EarlyReflect,Params,"# MU100, p13",ER1,ER2,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,var,Type,0;1;2;3;4;5,MIDI7,1,0,S-H;L-H;Rdm;Rvs;Plt;Spr,,
,2,1,var,Room Size,0..44,MIDI7,(]RoomSize),0,meters,,
,3,1,var,Diffusion,0..10,MIDI7,1,0,0..10,,
,4,1,var,Initial Delay,0..63,MIDI7,(]DelayTime200),0,msec,,
,5,1,var,Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,6,1,var,HPF Cutoff,0..52,MIDI7,(]EQFrequency),0,hz,,
,7,1,var,LPF Cutoff,34..60,MIDI7,(]EQFrequency),0,hz,,
,8,1,None,None,None,None,None,None,None,,
,9,1,None,None,None,None,None,None,None,,
,10,1,var,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,var,Liveness,0..10,MIDI7,1,0,0..10,,
,12,1,var,Density,0..3,MIDI7,1,0,0..3,,
,13,1,var,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,14,1,var,None,None,None,None,None,None,,
,15,1,var,None,None,None,None,None,None,,
,16,1,var,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XG_GateReverb,Params,,,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,var,Type,0;1,MIDI7,1,0,Gate;RevGate,,
,2,1,var,Room Size,0..44,MIDI7,(]RoomSize),0,meters,,
,3,1,var,Diffusion,0..10,MIDI7,1,0,0..10,,
,4,1,var,Initial Delay,0..127,MIDI7,(]DelayTime200),0,msec,,
,5,1,var,Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,6,1,var,HPF Cutoff,0..52,MIDI7,(]EQFrequency),0,hz,,
,7,1,var,LPF Cutoff,34..60,MIDI7,(]EQFrequency),0,hz,,
,8,1,None,None,None,None,None,None,None,,
,9,1,None,None,None,None,None,None,None,,
,10,1,var,Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,var,Liveness,0..10,MIDI7,1,0,0..10,,
,12,1,var,Density,0..3,MIDI7,1,0,0..3,,
,13,1,var,High Damping,1..10,MIDI7,0.1,0,0.1..1.0,,
,14,1,var,None,None,None,None,None,None,,
,15,1,var,None,None,None,None,None,None,,
,16,1,var,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
]XG_Karaoke,Params,,,,,,,,,,
*,num,bytec,engine,name,range,render,scale,shift,units,,
,1,1,"var,ins1,ins2",Delay Time,0..127,MIDI7,(]DelayTime400),0,msec,,
,2,1,"var,ins1,ins2",Feedback Level,1..127,MIDI7,1,-64,-63..+63,,
,3,1,"var,ins1,ins2",HPF Cutoff,0..52,MIDI7,(]EQFrequency),0,hz,,
,4,1,"var,ins1,ins2",LPF Cutoff,34..60,MIDI7,(]EQFrequency),0,hz,,
,5,1,None,None,None,None,None,None,None,,
,6,1,None,None,None,None,None,None,None,,
,7,1,None,None,None,None,None,None,None,,
,8,1,None,None,None,None,None,None,None,,
,9,1,None,None,None,None,None,None,None,,
,10,1,"var,ins1,ins2",Dry/Wet,1..127,MIDI7,1,-64,dry..wet,,
,11,1,None,None,None,None,None,None,None,,
,12,1,None,None,None,None,None,None,None,,
,13,1,None,None,None,None,None,None,None,,
,14,1,None,None,None,None,None,None,None,,
,15,1,None,None,None,None,None,None,None,,
,16,1,None,None,None,None,None,None,None,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]LFOFrequency,ValueTable,"# MU100 Table #1, p25",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0,0,1,,,,,,,
,64,2.69,0.042,1,,,,,,,
,76,3.7,0.0842,1,,,,,,,
,88,5.72,0.1683,1,,,,,,,
,101,10.1,0.3369,1,,,,,,,
,114,19.5,0.7231,1,,,,,,,
,125,34.3,1.3455,1,,,,,,,
,127,39.7,2.7,1,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]ModDelayOffset,ValueTable,"# MU100 Table #2, p25",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0,0,1,,,,,,,
,100,10,0.1,1,,,,,,,
,105,15.5,1.1,1,,,,,,,
,127,50,1.5682,1,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]EQFrequency,ValueTable,"# MU100 Table #3, p26",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,20,20,0,,,,,,,
,1,22,2,0,,,,,,,
,3,28,3,0,,,,,,,
,6,40,4,0,,,,,,,
,8,50,5,0,,,,,,,
,9,56,6,0,,,,,,,
,11,70,7,0,,,,,,,
,15,110,10,0,,,,,,,
,17,140,15,0,,,,,,,
,20,200,20,0,,,,,,,
,22,250,25,0,,,,,,,
,23,280,30,0,,,,,,,
,24,315,35,0,,,,,,,
,25,355,40,0,,,,,,,
,26,400,45,0,,,,,,,
,28,500,50,0,,,,,,,
,29,560,60,0,,,,,,,
,30,630,70,0,,,,,,,
,31,700,70,0,,,,,,,
,36,1200,100,0,,,,,,,
,41,2200,200,0,,,,,,,
,43,2800,300,0,,,,,,,
,46,4000,400,0,,,,,,,
,48,5000,500,0,,,,,,,
,49,5600,600,0,,,,,,,
,50,6300,700,0,,,,,,,
,51,7000,700,0,,,,,,,
,56,12000,1000,0,,,,,,,
,60,20000,2000,0,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]ReverbTime,ValueTable,"# MU100 Table #4, p26",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0.3,0.3,1,,,,,,,
,7,1,0.1,1,,,,,,,
,47,5,0.1,1,,,,,,,
,57,10,0.5,1,,,,,,,
,67,20,1,1,,,,,,,
,69,30,5,1,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]DelayTime200,ValueTable,"# MU100 Table #5, p26.",Note typo on page.,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0.1,0.1,1,,,,,,,
,127,200,1.5746,1,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]RoomSize,ValueTable,"# MU100 Table #6, p26",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0.1,0.1,1,,,,,,,
,44,7,0.1568,1,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]DelayTime400,ValueTable,"# MU100 Table #7, p27",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0.1,0.1,1,,,,,,,
,127,400,3.1496,1,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
]ReverbSizes,ValueTable,"# MU100 Table #11, p27",,,,,,,,,
*,data,value,factor,round,,,,,,,
,0,0.5,0.5,1,,,,,,,
,1,0.8,0.3,1,,,,,,,
,79,22,0.2718,1,,,,,,,
,104,30.2,0.328,1,,,,,,,
